对象名,点名,描述,时间,值
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:57,429.1705
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:52,430.71524
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:47,428.7307
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:42,428.508484
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:37,433.535828
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:32,434.34
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:27,433.377
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:22,433.2678
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:17,429.66272
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:12,430.316559
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:07,429.377136
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:59:02,430.186
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:57,432.0104
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:52,428.31897
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:47,429.724121
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:42,431.456818
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:37,430.9284
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:32,431.377167
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:27,432.2805
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:22,430.4245
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:17,433.0504
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:12,435.1216
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:07,436.086182
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:58:02,429.270172
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:57,429.4004
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:52,434.116852
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:47,437.222839
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:42,428.8928
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:37,424.74054
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:32,432.1637
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:27,436.2995
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:22,435.1612
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:17,430.212372
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:12,428.5705
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:07,431.290283
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:57:02,431.421661
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:57,435.68103
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:52,426.7416
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:47,436.103333
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:42,437.7289
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:37,431.1351
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:32,430.576172
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:27,430.873322
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:22,429.285583
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:17,428.631134
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:12,431.748047
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:07,427.50354
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:56:02,431.096039
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:55:57,430.260254
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:55:52,428.6728
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:55:47,427.807617
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:55:42,432.5868
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:55:37,428.305725
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:55:32,431.113068
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:55:27,430.145782
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:55:22,424.131439
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:55:17,424.3728
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-28 23:55:12,423.142456
