对象名,点名,描述,时间,值
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:56,434.2639
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:51,433.9633
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:46,435.055267
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:41,432.095062
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:36,435.257233
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:31,435.0981
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:26,432.862244
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:21,435.6366
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:16,433.9992
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:11,432.633179
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:06,436.8757
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:59:01,432.067444
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:56,426.902954
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:51,429.016022
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:46,430.7158
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:41,429.3535
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:36,432.067139
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:31,430.6831
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:26,425.890717
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:21,432.220276
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:16,428.4973
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:11,430.377
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:06,432.5202
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:58:01,426.065
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:56,427.634827
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:51,424.7504
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:46,429.2381
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:41,424.693878
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:36,426.551
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:31,426.5423
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:26,426.648163
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:21,421.081757
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:16,421.32016
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:11,424.774323
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:06,424.9501
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:57:01,422.555054
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:56,425.014557
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:51,418.795227
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:46,422.802948
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:41,421.577057
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:36,422.668243
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:31,422.759155
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:26,420.613922
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:21,426.89386
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:16,419.2218
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:11,422.501
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:06,425.537476
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:56:01,422.345062
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:56,424.447632
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:51,424.163879
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:46,425.6855
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:41,429.937469
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:36,426.529663
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:31,426.299225
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:26,423.594879
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:21,431.6472
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:16,432.021484
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:11,433.122772
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:06,435.2403
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:55:01,434.666
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:56,429.4715
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:51,434.579285
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:46,435.156433
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:41,437.36496
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:36,435.705566
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:31,438.7829
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:26,444.3731
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:21,443.139282
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:16,446.6126
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:11,441.359558
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:06,439.7598
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:54:01,443.4985
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:56,440.63974
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:51,440.9504
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:46,441.718475
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:41,441.082275
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:36,441.7078
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:31,442.443481
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:26,440.7162
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:21,436.199768
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:16,439.001862
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:11,437.262177
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:06,432.7337
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:53:01,435.4244
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:56,434.075958
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:51,429.651184
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:46,430.331665
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:41,433.5405
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:36,429.051
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:31,426.7817
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:26,429.090942
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:21,427.071716
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:16,425.1877
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:11,426.258636
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:06,429.7112
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:52:01,424.013336
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:56,424.392578
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:51,424.1604
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:46,427.242371
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:41,425.540131
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:36,423.143738
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:31,421.935364
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:26,425.234253
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:21,425.056152
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:16,425.618866
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:11,425.1142
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:06,423.905457
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:51:01,427.194
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:50:56,424.211975
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:50:51,421.622437
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:50:46,425.328857
CLZ_FCS0106_7,FCS0106!LT_03001.PV,低温分离器液位,2024-05-29 23:50:41,431.7088
