对象名,点名,描述,时间,值
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:58,6.036377
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:53,6.0357666
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:48,6.0357666
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:43,6.032715
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:38,6.0357666
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:33,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:28,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:23,6.0357666
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:18,6.0369873
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:13,6.036377
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:08,6.0357666
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:59:03,6.0369873
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:58,6.033325
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:53,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:48,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:43,6.0369873
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:38,6.036377
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:33,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:28,6.03881836
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:23,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:18,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:13,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:08,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:58:03,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:58,6.03515625
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:53,6.03881836
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:48,6.03942871
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:43,6.03942871
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:38,6.040039
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:33,6.03942871
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:28,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:23,6.040039
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:18,6.03942871
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:13,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:08,6.040039
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:57:03,6.04126
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:58,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:53,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:48,6.040039
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:43,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:38,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:33,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:28,6.04187
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:23,6.04126
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:18,6.04126
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:13,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:08,6.04187
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:56:03,6.04126
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:58,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:53,6.04126
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:48,6.04126
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:43,6.04187
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:38,6.036377
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:33,6.04126
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:28,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:23,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:18,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:13,6.04064941
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:08,6.040039
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:55:03,6.03942871
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:58,6.03942871
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:53,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:48,6.03881836
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:43,6.03881836
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:38,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:33,6.03881836
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:28,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:23,6.0369873
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:18,6.034546
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:13,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:08,6.0369873
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:54:03,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:58,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:53,6.03942871
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:48,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:43,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:38,6.03881836
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:33,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:28,6.03881836
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:23,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:18,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:13,6.0369873
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:08,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:53:03,6.036377
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:58,6.0369873
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:53,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:48,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:43,6.034546
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:38,6.036377
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:33,6.036377
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:28,6.0369873
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:23,6.036377
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:18,6.0369873
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:13,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:08,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:52:03,6.038208
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:51:58,6.036377
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:51:53,6.03759766
CLZ_FCS0106_7,FCS0106!PT_02023.PV,F0201出口管线压力,2023-10-28 23:51:48,6.0369873
