对象名,点名,描述,时间,值
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:59,2.03857422
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:54,2.038086
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:49,2.03881836
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:44,2.03930664
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:39,2.04052734
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:34,2.03881836
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:29,2.04052734
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:24,2.0402832
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:19,2.04052734
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:14,2.04077148
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:09,2.04052734
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:59:04,2.04125977
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:59,2.04248047
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:54,2.04370117
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:49,2.04443359
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:44,2.04541016
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:39,2.04614258
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:34,2.0456543
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:29,2.04785156
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:24,2.04833984
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:19,2.04907227
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:14,2.04907227
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:09,2.04882813
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:58:04,2.04931641
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:59,2.050293
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:54,2.04980469
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:49,2.050537
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:44,2.050537
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:39,2.05078125
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:34,2.050293
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:29,2.05151367
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:24,2.05078125
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:19,2.05078125
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:14,2.04931641
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:09,2.04931641
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:57:04,2.0480957
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:56:59,2.04760742
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:56:54,2.04638672
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:56:49,2.04663086
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:56:44,2.04736328
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:56:39,2.04760742
CLZ_FCS0106_7,FCS0106!PT_03018.PV,脱甲烷塔顶压力,2023-06-09 23:56:34,2.04760742
